Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,TotalSpent_RM,Num_of_Baskets,Day,Time_Of_The_Day,buyDrink,temp,feelslike,dew,humidity,precip,precipprob,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions
chinese,male,moderate,30.0,no,no_kids,big,purple,formal,pink,short_sleeve,black ,short,blankets,6,9,yes,48.0,13.0,3.0,Sunday,Morning,1,25.1,25.1,23.1,88.69,0.0,0.0,,31.7,3.2,294.0,1011.4,89.0,8.2,0.0,1.3,0.0,Partially cloudy
indian,male,thin,46.0,yes,no_kids,big,blue,traditional,black ,long sleeve,white,short,blankets,6,7,no,51.0,18.0,2.0,Wednesday,Afternoon,1,32.0,37.9,24.0,62.71,0.0,0.0,,31.7,7.6,317.0,1011.4,89.0,10.0,795.5,2.9,8.0,Partially cloudy
malay,female,moderate,32.0,no,no_kids,small,orange,formal,black,long sleeve,black ,long,clothes,5,9,yes,46.0,12.0,1.0,Saturday,Morning,0,25.1,25.1,24.0,93.54,0.0,0.0,,31.7,2.2,336.0,1011.4,89.0,6.2,0.0,1.3,0.0,Partially cloudy
chinese,male,fat,25.0,no,toddler ,small,blue,formal,yellow,long sleeve,blue  ,short,clothes,6,8,no,41.0,10.0,3.0,Sunday,Morning,1,25.7,25.7,23.9,89.74,0.0,0.0,,31.7,3.6,327.0,1013.1,89.0,6.5,0.0,1.3,0.0,Partially cloudy
malay,female,moderate,33.0,yes,baby,small,green,traditional,orange,short_sleeve,blue ,short,blankets,3,8,yes,47.0,11.0,1.0,Friday,Evening,1,29.0,32.8,23.1,70.6,0.0,0.0,,31.7,10.5,297.0,1011.4,89.0,10.0,63.7,0.2,1.0,Partially cloudy
malay,female,thin,31.0,no,baby,big,brown,casual,white,short_sleeve,blue  ,short,blankets,5,7,yes,53.0,13.0,3.0,Sunday,Afternoon,1,31.1,37.9,25.0,70.18,0.0,0.0,,31.7,16.0,280.0,1011.4,89.0,10.0,655.8,2.4,7.0,Partially cloudy
indian,male,moderate,49.0,yes,no_kids,big,yellow,formal,purple,long sleeve,yellow,short,blankets,6,8,no,20.0,19.0,1.0,Thursday,Morning,1,24.8,24.8,23.1,90.5,0.0,0.0,,31.7,1.9,70.0,1011.9,99.2,4.4,93.5,0.3,1.0,Overcast
chinese,male,thin,43.0,yes,young,small,yellow,casual,black,long sleeve,red,short,blankets,5,10,yes,36.0,15.0,1.0,Tuesday,Morning,1,26.0,26.0,24.9,93.58,0.0,0.0,,31.7,0.2,17.0,1011.4,89.0,6.5,0.0,1.3,0.0,Partially cloudy
foreigner ,female,moderate,50.0,yes,baby,small,red,casual,red,short_sleeve,red,long,blankets,6,9,yes,51.0,21.0,3.0,Monday,Morning,0,25.2,25.2,23.9,92.25,0.0,0.0,,31.7,1.1,10.0,1011.4,89.0,7.3,0.0,1.3,0.0,Partially cloudy
indian,female,moderate,21.0,no,toddler,big,orange,casual,purple,long sleeve,brown,short,clothes,3,9,no,48.0,19.0,3.0,Wednesday,Afternoon,1,31.9,36.5,22.9,59.02,0.0,0.0,,31.7,8.0,139.0,1011.4,89.0,10.0,212.8,0.8,2.0,Partially cloudy
malay,female,moderate,38.0,no,toddler ,big,purple,casual,pink,long sleeve,blue ,short,clothes,6,10,no,29.0,10.0,3.0,Friday,Afternoon,1,29.1,33.7,24.0,74.15,0.0,0.0,,31.7,11.4,210.0,1011.4,89.0,6.9,591.8,2.1,6.0,Partially cloudy
foreigner ,male,moderate,30.0,yes,baby,big,red,formal,blue,short_sleeve,blue ,long,blankets,4,7,yes,23.0,20.0,3.0,Thursday,Evening,0,33.6,36.2,20.3,45.66,0.0,0.0,,31.7,6.1,35.0,1010.4,89.0,12.4,294.8,1.1,3.0,Partially cloudy
foreigner ,male,fat,58.0,yes,baby,big,green,casual,black,long sleeve,yellow,short,blankets,6,8,yes,57.0,18.0,3.0,Thursday,Morning,1,26.1,26.1,25.0,93.82,0.0,0.0,,31.7,0.6,12.0,1011.4,89.0,6.3,0.0,1.3,0.0,Partially cloudy
indian,female,moderate,39.0,yes,toddler,big,green,formal,brown,short_sleeve,black,short,blankets,6,10,no,25.0,10.0,3.0,Thursday,Morning,1,25.0,25.0,24.0,94.29,0.0,0.0,,31.7,1.8,319.0,1011.1,89.0,6.5,193.4,0.7,2.0,Partially cloudy
chinese,male,thin,26.0,no,toddler ,big,green,traditional,black ,short_sleeve,black,long,clothes,3,9,no,56.0,11.0,2.0,Saturday,Night,1,26.2,26.2,24.9,92.3,0.0,0.0,,31.7,1.3,12.0,1011.4,89.0,7.3,0.0,1.3,0.0,Partially cloudy
chinese,female,moderate,27.0,no,toddler ,small,white,traditional,red,short_sleeve,blue,long,blankets,4,8,no,15.0,17.0,1.0,Sunday,Morning,1,26.0,26.0,24.0,88.76,0.0,0.0,,31.7,0.4,360.0,1011.4,89.0,10.0,171.9,0.6,2.0,Partially cloudy
foreigner ,female,fat,60.0,no,young,big,orange,casual,blue,long sleeve,blue,long,clothes,3,9,no,21.0,7.0,2.0,Saturday,Morning,1,31.1,33.9,21.0,55.06,0.0,0.0,,31.7,12.5,78.0,1015.0,89.0,12.2,837.3,3.0,8.0,Partially cloudy
indian,male,thin,38.0,no,baby,small,black,casual,red,short_sleeve,yellow,long,clothes,3,10,no,15.0,18.0,1.0,Wednesday,Night,1,29.0,34.5,25.0,79.06,0.0,0.0,,31.7,5.7,298.0,1011.4,89.0,10.0,0.0,1.3,0.0,Partially cloudy
malay,male,fat,18.0,no,young,small,green,formal,grey,long sleeve,grey,long,clothes,3,9,no,50.0,16.0,1.0,Tuesday,Evening,1,28.9,32.6,23.0,70.58,0.0,0.0,,31.7,6.9,60.0,1011.4,89.0,10.0,0.0,1.3,0.0,Partially cloudy
indian,female,thin,22.0,yes,baby,small,yellow,formal,grey,long sleeve,blue_jeans,short,blankets,4,9,yes,13.0,11.0,3.0,Wednesday,Night,1,28.0,30.7,22.1,70.24,0.0,0.0,,31.7,3.3,254.0,1011.4,89.0,10.0,0.0,1.3,0.0,Partially cloudy
malay,female,moderate,18.0,no,no_kids,small,grey,casual,brown,short_sleeve,pink,short,clothes,4,9,no,32.0,13.0,1.0,Friday,Morning,0,27.1,30.9,25.0,88.23,0.0,0.0,,31.7,5.0,189.0,1011.4,89.0,8.2,349.6,1.3,3.0,Partially cloudy
malay,male,fat,60.0,no,young,small,brown,casual,pink,long sleeve,brown,short,blankets,3,7,no,35.0,10.0,1.0,Sunday,Afternoon,1,31.0,36.7,24.1,66.85,0.0,0.0,,31.7,14.3,219.0,1011.4,89.0,10.0,604.0,2.2,6.0,Partially cloudy
indian,male,fat,40.0,no,toddler,big,brown,formal,red,short_sleeve,blue  ,short,blankets,5,8,yes,42.0,15.0,2.0,Monday,Afternoon,1,33.9,39.3,23.1,53.22,0.0,0.0,,31.7,3.9,42.0,1011.4,89.0,10.0,766.8,2.8,8.0,Partially cloudy
chinese,female,thin,43.0,no,toddler,small,orange,formal,blue,long sleeve,orange,long,blankets,4,8,yes,12.0,20.0,2.0,Saturday,Night,0,25.8,25.8,24.7,93.33,0.0,0.0,,31.7,0.2,19.0,1012.4,89.0,8.2,0.0,1.3,0.0,Partially cloudy
malay,female,thin,38.0,yes,young,small,blue,casual,pink,long sleeve,red,long,blankets,5,8,no,44.0,19.0,3.0,Monday,Night,1,27.1,29.8,22.9,77.72,0.0,0.0,,31.7,4.0,301.0,1012.1,89.0,10.0,0.0,1.3,0.0,Partially cloudy
chinese,female,thin,39.0,yes,young,big,black,traditional,purple,short_sleeve,orange,short,blankets,3,10,no,52.0,15.0,1.0,Monday,Morning,1,25.1,25.1,24.0,93.54,0.0,0.0,,31.7,0.4,350.0,1011.4,89.0,8.2,0.0,1.3,0.0,Partially cloudy
foreigner ,female,fat,19.0,no,toddler ,small,yellow,formal,yellow,long sleeve,blue ,long,clothes,4,10,no,34.0,15.0,2.0,Monday,Morning,1,25.1,25.1,23.9,92.96,0.0,0.0,,31.7,0.7,5.0,1011.4,89.0,6.3,0.0,1.3,0.0,Partially cloudy
malay,female,moderate,23.0,no,baby,big,grey,casual,green,long sleeve,green,short,blankets,5,9,yes,49.0,19.0,1.0,Sunday,Morning,1,28.7,33.2,24.1,76.37,0.0,0.0,,31.7,2.1,305.0,1013.0,89.0,11.3,303.0,1.1,3.0,Partially cloudy
indian,male,moderate,58.0,yes,baby,small,white,traditional,orange,long sleeve,yellow,long,blankets,5,7,yes,12.0,18.0,2.0,Tuesday,Night,1,25.8,25.8,24.7,93.67,0.0,0.0,,31.7,0.4,2.0,1012.5,89.0,6.5,0.0,1.3,0.0,Partially cloudy
indian,female,moderate,50.0,no,no_kids,big,pink,formal,orange,long sleeve,blue,short,clothes,3,8,no,58.0,17.0,2.0,Monday,Evening,0,30.1,34.2,22.9,65.61,0.0,0.0,,31.7,11.0,210.0,1011.4,89.0,10.0,78.7,0.3,1.0,Partially cloudy
indian,male,moderate,46.0,no,young,big,purple,traditional,yellow,short_sleeve,blue,long,clothes,4,9,yes,33.0,21.0,1.0,Wednesday,Morning,0,27.0,30.1,24.0,83.57499999999999,0.0,0.0,,31.7,4.5,170.0,1011.4,89.0,9.1,0.8,1.3,0.0,
indian,female,thin,47.0,no,young,small,purple,traditional,white,short_sleeve,grey,long,blankets,6,9,no,18.0,15.0,3.0,Tuesday,Morning,1,27.1,30.4,24.1,83.69,0.0,0.0,,31.7,8.5,241.0,1011.4,89.0,7.8,383.1,1.4,4.0,Partially cloudy
chinese,male,moderate,47.0,yes,no_kids,small,grey,casual,black ,short_sleeve,pink,short,clothes,6,7,no,52.0,17.0,1.0,Thursday,Evening,1,27.0,30.6,25.0,88.84,0.0,0.0,,31.7,5.1,163.0,1011.4,89.0,9.1,0.4,0.0,0.0,Partially cloudy
chinese,female,thin,18.0,yes,no_kids,big,brown,traditional,green,long sleeve,grey,short,blankets,3,8,yes,58.0,7.0,2.0,Friday,Morning,1,26.0,26.0,25.0,94.23,0.0,0.0,,31.7,0.0,0.0,1011.4,89.0,8.1,0.0,1.3,0.0,Partially cloudy
indian,male,fat,23.0,yes,toddler ,big,orange,traditional,red,long sleeve,red,long,clothes,3,8,yes,57.0,7.0,2.0,Tuesday,Morning,1,24.9,24.9,21.7,82.19,0.0,0.0,,31.7,2.2,62.0,1011.6,89.0,10.0,199.9,0.7,2.0,Partially cloudy
chinese,male,thin,53.0,no,no_kids,big,blue,formal,orange,long sleeve,blue ,long,blankets,3,7,no,28.0,11.0,3.0,Thursday,Afternoon,1,30.9,35.4,23.1,63.49,0.0,0.0,,31.7,4.4,59.0,1011.4,98.5,10.0,349.0,1.3,3.0,Overcast
chinese,male,moderate,47.0,yes,toddler ,big,brown,formal,orange,short_sleeve,purple,short,blankets,4,10,no,56.0,13.0,2.0,Wednesday,Morning,1,26.1,26.1,23.8,86.93,0.0,0.0,,31.7,2.5,3.0,1011.4,89.0,8.2,0.0,1.3,0.0,Partially cloudy
indian,female,thin,32.0,no,baby,big,purple,casual,blue,long sleeve,brown,short,blankets,5,7,no,35.0,9.0,3.0,Monday,Morning,1,26.1,26.1,23.9,87.54,0.0,0.0,,31.7,2.5,353.0,1011.4,89.0,7.3,0.0,1.3,0.0,Partially cloudy
chinese,female,moderate,32.0,yes,no_kids,small,white,casual,yellow,short_sleeve,blue,long,blankets,5,7,yes,24.0,21.0,3.0,Friday,Morning,1,26.1,26.1,23.8,86.93,0.0,0.0,,31.7,6.7,322.0,1011.4,89.0,5.6,0.0,1.3,0.0,Partially cloudy
malay,male,thin,47.0,yes,toddler,big,red,formal,grey,long sleeve,blue  ,short,blankets,6,7,no,54.0,7.0,1.0,Tuesday,Night,1,25.3,25.3,23.9,91.84,0.0,0.0,,31.7,2.5,57.0,1013.7,89.0,7.2,0.0,1.3,0.0,Partially cloudy
chinese,female,thin,49.0,yes,no_kids,small,purple,casual,purple,short_sleeve,grey,long,blankets,3,7,no,50.0,8.0,2.0,Monday,Morning,1,25.1,25.1,23.7,91.67,0.0,0.0,,31.7,2.5,322.0,1011.1,88.4,6.5,0.0,1.3,0.0,Partially cloudy
indian,male,fat,39.0,no,toddler,small,black,casual,purple,short_sleeve,white,short,clothes,4,7,yes,50.0,20.0,2.0,Sunday,Morning,1,30.8,31.3,17.1,44.0,0.0,0.0,,31.7,9.5,42.0,1014.8,88.4,11.0,912.5,3.3,9.0,Partially cloudy
foreigner ,male,moderate,27.0,yes,young,big,green,formal,yellow,short_sleeve,black,short,blankets,4,7,no,28.0,14.0,2.0,Tuesday,Morning,0,26.0,26.0,23.0,83.53,0.0,0.0,,31.7,1.7,10.0,1011.8,89.0,5.6,0.0,1.3,0.0,Partially cloudy
indian,male,moderate,41.0,no,toddler ,big,yellow,casual,purple,long sleeve,pink,short,blankets,4,10,yes,52.0,20.0,2.0,Friday,Afternoon,1,33.0,37.9,22.9,55.41,0.0,0.0,,31.7,2.9,210.0,1011.4,89.0,10.0,958.5,3.5,10.0,Partially cloudy
malay,male,thin,39.0,no,baby,big,yellow,casual,black ,long sleeve,black,long,blankets,3,7,no,51.0,16.0,1.0,Monday,Morning,1,26.0,26.0,24.0,88.76,0.0,0.0,,31.7,1.8,89.0,1011.4,89.0,7.3,0.0,1.3,0.0,Partially cloudy
malay,male,fat,56.0,yes,young,big,purple,casual,pink,long sleeve,blue_jeans,long,blankets,3,9,no,25.0,8.0,3.0,Saturday,Afternoon,1,33.8,40.6,24.2,57.58,0.0,0.0,,31.7,5.9,239.0,1011.4,89.0,10.0,543.0,2.0,5.0,Partially cloudy
malay,female,thin,42.0,yes,young,small,green,casual,brown,long sleeve,black,long,blankets,6,7,yes,38.0,11.0,2.0,Sunday,Morning,1,25.1,25.1,23.9,92.89,0.0,0.0,,31.7,0.4,8.0,1011.4,89.0,7.3,0.0,1.3,0.0,Partially cloudy
chinese,male,moderate,30.0,no,no_kids,big,blue,formal,black ,short_sleeve,purple,long,clothes,3,9,yes,24.0,15.0,1.0,Sunday,Morning,1,25.0,25.0,23.0,88.68,0.0,0.0,,31.7,1.6,341.0,1011.4,89.0,8.2,33.7,0.1,0.0,Partially cloudy
foreigner ,male,fat,20.0,no,no_kids,small,white,formal,black,short_sleeve,pink,long,clothes,3,9,no,25.0,16.0,2.0,Monday,Night,1,26.0,26.0,23.9,88.08,0.0,0.0,,31.7,1.5,12.0,1015.7,89.0,9.1,0.0,1.3,0.0,Partially cloudy
malay,male,moderate,58.0,no,toddler ,big,brown,casual,pink,long sleeve,purple,long,blankets,3,10,yes,40.0,13.0,1.0,Wednesday,Morning,1,28.1,32.8,24.9,82.65,0.0,0.0,,31.7,0.0,0.0,1011.4,89.0,10.0,452.4,1.6,5.0,Partially cloudy
foreigner ,male,thin,60.0,no,toddler ,small,pink,formal,red,long sleeve,yellow,long,clothes,6,9,no,54.0,7.0,1.0,Friday,Evening,1,25.9,25.9,24.0,89.37,0.0,0.0,,31.7,5.7,358.0,1011.4,89.0,9.9,0.0,1.3,0.0,Partially cloudy
indian,male,thin,46.0,yes,toddler,big,pink,traditional,black ,short_sleeve,orange,short,clothes,4,9,yes,51.0,13.0,1.0,Sunday,Night,1,25.1,25.1,24.0,93.78,0.0,0.0,,31.7,2.5,115.0,1011.4,89.0,8.1,0.0,1.3,0.0,Partially cloudy
indian,female,thin,37.0,no,young,small,black,traditional,grey,short_sleeve,purple,long,blankets,3,9,yes,14.0,10.0,2.0,Monday,Afternoon,1,28.1,32.1,24.0,78.39,0.0,0.0,,31.7,4.1,58.0,1011.4,98.7,8.2,781.0,2.8,8.0,Overcast
malay,male,moderate,39.0,yes,baby,small,red,casual,black ,long sleeve,black,long,clothes,4,9,no,32.0,14.0,2.0,Tuesday,Night,1,28.6,31.7,22.2,68.39,0.0,0.0,,31.7,5.9,60.0,1012.9,89.0,10.0,0.0,1.3,0.0,Partially cloudy
malay,female,thin,47.0,no,no_kids,small,grey,traditional,green,long sleeve,black,short,clothes,4,8,no,45.0,19.0,2.0,Thursday,Afternoon,1,34.0,40.6,24.0,55.85,0.0,0.0,,31.7,5.9,144.0,1010.3,89.0,12.4,770.3,2.8,8.0,Partially cloudy
foreigner ,female,thin,31.0,yes,young,small,grey,traditional,black,short_sleeve,black,short,clothes,6,9,yes,56.0,11.0,2.0,Friday,Morning,1,25.1,25.1,23.1,88.69,0.0,0.0,,31.7,8.9,312.0,1011.4,89.0,7.3,0.0,1.3,0.0,Partially cloudy
foreigner ,female,fat,18.0,yes,no_kids,big,brown,formal,grey,long sleeve,blue  ,short,blankets,5,10,yes,30.0,17.0,1.0,Monday,Night,1,26.0,26.0,24.9,93.58,0.0,0.0,,31.7,2.5,327.0,1011.4,89.0,6.2,0.0,1.3,0.0,Partially cloudy
foreigner ,female,moderate,50.0,no,young,small,red,traditional,white,long sleeve,pink,long,blankets,4,7,no,55.0,17.0,3.0,Friday,Afternoon,1,32.9,39.3,24.1,60.08,0.0,0.0,,31.7,5.9,324.0,1011.4,89.0,10.0,698.5,2.5,7.0,Partially cloudy
malay,male,moderate,19.0,yes,young,small,brown,traditional,pink,long sleeve,blue  ,short,blankets,3,10,yes,53.0,21.0,1.0,Wednesday,Morning,1,26.1,26.1,24.2,89.33,0.0,0.0,,31.7,3.6,240.0,1010.2,89.0,6.3,0.0,1.3,0.0,Partially cloudy
chinese,male,thin,20.0,no,baby,big,black,traditional,white,short_sleeve,brown,long,clothes,5,7,no,53.0,14.0,2.0,Thursday,Morning,0,29.1,34.3,24.5,76.38,0.0,0.0,,31.7,6.1,197.0,1011.4,89.0,8.2,695.5,2.5,7.0,Partially cloudy
foreigner ,female,fat,48.0,yes,no_kids,small,grey,casual,red,long sleeve,blue  ,long,clothes,3,9,no,58.0,11.0,3.0,Saturday,Afternoon,1,32.9,38.1,23.1,56.57,0.0,0.0,,31.7,4.5,221.0,1011.4,89.0,10.0,691.3,2.5,7.0,Partially cloudy
indian,female,moderate,55.0,yes,no_kids,small,orange,casual,purple,long sleeve,orange,long,blankets,6,7,yes,35.0,11.0,2.0,Sunday,Morning,1,25.0,25.0,24.0,94.19,0.0,0.0,,31.7,1.6,276.0,1011.4,89.0,7.3,15.0,0.1,0.0,Partially cloudy
chinese,male,thin,26.0,no,young,small,black,casual,green,short_sleeve,blue_jeans,long,blankets,3,7,yes,15.0,15.0,2.0,Tuesday,Morning,0,26.0,26.0,23.7,86.92,0.0,0.0,,31.7,1.1,12.0,1011.4,89.0,5.6,0.0,1.3,0.0,Partially cloudy
foreigner ,female,fat,40.0,yes,baby,small,yellow,casual,black,long sleeve,blue  ,long,clothes,3,10,no,39.0,21.0,1.0,Sunday,Morning,1,29.0,33.6,24.0,74.47,0.0,0.0,,31.7,5.4,137.0,1011.4,89.0,10.0,620.8,2.2,6.0,Partially cloudy
foreigner ,male,fat,42.0,no,toddler,small,green,formal,grey,short_sleeve,white,short,blankets,5,10,no,58.0,10.0,1.0,Monday,Afternoon,1,34.1,39.3,22.9,51.95,0.0,0.0,,31.7,4.3,163.0,1010.4,89.0,12.4,613.8,2.2,6.0,Partially cloudy
chinese,female,thin,41.0,no,toddler,big,black,traditional,white,short_sleeve,blue ,short,blankets,6,10,no,49.0,7.0,2.0,Tuesday,Afternoon,1,33.5,36.9,21.1,48.31,0.0,0.0,,31.7,5.2,287.0,1011.3,90.0,16.2,897.0,3.2,9.0,Partially cloudy
malay,female,moderate,41.0,yes,toddler ,small,orange,formal,pink,short_sleeve,grey,short,blankets,6,9,yes,13.0,13.0,1.0,Sunday,Evening,1,29.9,36.0,25.1,75.59,0.0,0.0,,31.7,12.4,268.0,1011.4,89.0,9.9,70.9,0.3,1.0,Partially cloudy
indian,male,moderate,51.0,no,toddler,small,brown,formal,black,short_sleeve,white,long,clothes,3,9,yes,52.0,8.0,1.0,Wednesday,Morning,1,27.0,29.3,22.1,74.66,0.0,0.0,,31.7,4.7,51.0,1011.4,89.0,10.0,0.0,1.3,0.0,Partially cloudy
foreigner ,female,moderate,22.0,no,no_kids,big,brown,traditional,black,long sleeve,green,long,blankets,5,8,no,52.0,14.0,3.0,Tuesday,Afternoon,1,32.9,39.1,24.0,59.7,0.0,0.0,,31.7,14.6,271.0,1011.3,89.0,12.1,575.0,2.1,6.0,Partially cloudy
chinese,female,moderate,42.0,no,baby,small,blue,traditional,pink,short_sleeve,grey,short,blankets,3,10,no,32.0,15.0,2.0,Sunday,Evening,1,24.1,24.1,23.3,95.47,0.0,0.0,,31.7,7.3,188.0,1009.6,99.3,8.8,96.5,0.3,1.0,Overcast
indian,female,fat,43.0,no,baby,big,brown,formal,orange,long sleeve,white,long,clothes,5,7,yes,18.0,9.0,2.0,Friday,Morning,1,24.1,24.1,23.0,93.49,0.0,0.0,,31.7,9.2,316.0,1011.4,89.0,8.2,25.0,0.1,0.0,Partially cloudy
chinese,female,moderate,21.0,yes,baby,small,green,casual,orange,long sleeve,blue,long,blankets,6,7,yes,59.0,12.0,2.0,Saturday,Afternoon,1,30.1,36.2,24.9,73.62,0.0,0.0,,31.7,13.9,221.0,1011.4,89.0,10.0,488.5,1.8,5.0,Partially cloudy
malay,male,fat,34.0,no,no_kids,big,red,formal,grey,short_sleeve,purple,long,clothes,4,8,yes,15.0,8.0,2.0,Friday,Morning,1,25.0,25.0,23.1,89.07,0.0,0.0,,31.7,0.3,4.0,1011.4,89.0,8.9,26.8,0.1,0.0,Partially cloudy
indian,male,thin,42.0,yes,young,big,grey,casual,orange,long sleeve,blue ,short,clothes,3,10,yes,25.0,12.0,3.0,Wednesday,Evening,1,28.0,31.9,24.0,78.92,0.0,0.0,,31.7,5.2,298.0,1011.4,89.0,9.1,0.0,1.3,0.0,Partially cloudy
foreigner ,male,moderate,42.0,no,toddler,big,red,traditional,blue,short_sleeve,blue ,long,blankets,3,9,yes,14.0,10.0,1.0,Monday,Afternoon,0,34.1,36.9,20.4,44.63,0.0,0.0,,31.7,15.8,70.0,1011.5,87.3,13.7,476.8,1.7,5.0,Partially cloudy
malay,male,moderate,32.0,no,young,big,yellow,casual,white,short_sleeve,blue  ,short,blankets,3,7,yes,34.0,14.0,3.0,Thursday,Morning,1,25.9,25.9,23.0,84.14,0.0,0.0,,31.7,2.2,355.0,1011.4,89.0,10.0,209.6,0.8,2.0,Partially cloudy
indian,female,thin,49.0,yes,toddler,small,orange,traditional,brown,short_sleeve,blue ,long,clothes,5,7,yes,44.0,11.0,3.0,Thursday,Morning,1,31.0,35.5,22.9,62.01,0.0,0.0,,31.7,5.1,167.0,1014.7,89.0,10.2,854.8,3.1,9.0,Partially cloudy
malay,male,moderate,59.0,yes,no_kids,big,white,casual,black,long sleeve,black,short,blankets,6,7,yes,13.0,20.0,3.0,Tuesday,Evening,1,25.1,25.1,24.0,93.78,0.0,0.0,,31.7,2.6,47.0,1011.4,89.0,8.1,0.2,0.0,0.0,Partially cloudy
indian,female,moderate,32.0,no,young,big,brown,traditional,yellow,long sleeve,blue  ,long,blankets,3,7,no,36.0,14.0,1.0,Thursday,Morning,1,27.0,30.6,24.9,88.4,0.0,0.0,,31.7,8.7,307.0,1012.0,89.0,8.2,0.0,1.3,0.0,Partially cloudy
indian,female,fat,20.0,no,young,big,pink,formal,black ,long sleeve,orange,long,clothes,4,9,yes,58.0,8.0,3.0,Monday,Night,1,24.7,24.7,23.7,94.03,0.0,0.0,,31.7,10.0,313.0,1012.5,89.0,7.4,0.0,1.3,0.0,Partially cloudy
malay,female,fat,27.0,no,toddler,big,purple,formal,blue,long sleeve,pink,long,blankets,5,7,no,34.0,10.0,2.0,Wednesday,Afternoon,1,33.0,39.4,24.2,59.91,0.027,100.0,rain,31.7,3.8,208.0,1010.2,89.0,13.5,665.5,2.4,7.0,"Rain, Partially cloudy"
malay,female,moderate,37.0,no,toddler ,small,purple,traditional,yellow,short_sleeve,purple,long,blankets,4,7,no,37.0,18.0,1.0,Tuesday,Night,1,25.1,25.1,24.1,93.78,0.0,0.0,,31.7,3.7,56.0,1011.4,89.0,7.9,0.0,1.3,0.0,Partially cloudy
malay,female,fat,30.0,no,toddler ,big,blue,casual,purple,long sleeve,blue_jeans,long,blankets,5,7,yes,53.0,8.0,3.0,Saturday,Afternoon,1,33.8,39.5,23.3,54.13,0.0,0.0,,31.7,7.4,154.0,1011.6,89.0,12.3,486.3,1.8,5.0,Partially cloudy
foreigner ,female,fat,38.0,no,baby,big,brown,formal,black,long sleeve,white,long,clothes,6,7,no,57.0,21.0,2.0,Sunday,Morning,1,26.1,26.1,24.8,92.3,0.0,0.0,,31.7,2.2,58.0,1011.4,89.0,6.5,0.0,1.3,0.0,Partially cloudy
malay,female,thin,43.0,no,toddler,big,red,casual,brown,long sleeve,purple,long,blankets,3,10,no,51.0,7.0,1.0,Friday,Afternoon,0,32.1,36.1,22.1,55.51,0.0,0.0,,31.7,7.1,342.0,1011.5,89.0,13.5,671.8,2.4,7.0,Partially cloudy
indian,female,moderate,41.0,yes,baby,big,purple,traditional,yellow,long sleeve,black,short,clothes,6,8,no,13.0,19.0,2.0,Monday,Morning,0,23.0,23.0,23.0,100.0,0.0,0.0,,31.7,6.7,313.0,1011.4,89.0,2.6,0.0,1.3,0.0,Partially cloudy
chinese,male,moderate,40.0,yes,baby,small,yellow,traditional,black,short_sleeve,grey,short,blankets,5,9,yes,16.0,10.0,2.0,Wednesday,Night,1,25.2,25.2,24.2,94.6,0.0,0.0,,31.7,3.2,304.0,1012.8,89.0,6.5,0.0,1.3,0.0,Partially cloudy
indian,female,fat,57.0,yes,no_kids,small,grey,formal,yellow,short_sleeve,black,short,clothes,5,8,yes,51.0,21.0,3.0,Monday,Morning,0,31.1,35.8,23.1,62.52,0.0,0.0,,31.7,8.6,51.0,1011.4,89.0,10.0,710.5,2.6,7.0,Partially cloudy
foreigner ,female,fat,43.0,no,toddler ,big,pink,casual,grey,short_sleeve,brown,long,blankets,5,10,yes,41.0,11.0,3.0,Monday,Morning,0,27.4,30.7,23.9,81.37,0.0,0.0,,31.7,4.5,143.0,1016.1,89.0,11.1,789.3,2.8,8.0,Partially cloudy
chinese,female,moderate,27.0,no,toddler,small,yellow,formal,white,long sleeve,grey,short,clothes,3,9,no,30.0,12.0,1.0,Thursday,Morning,1,27.1,30.7,24.7,86.41,0.0,0.0,,31.7,3.7,270.0,1011.4,89.0,7.3,483.5,1.7,5.0,Partially cloudy
malay,female,thin,59.0,yes,toddler ,small,purple,formal,black,long sleeve,pink,long,clothes,5,7,no,40.0,15.0,3.0,Tuesday,Morning,1,25.3,25.3,24.1,92.9,0.0,0.0,,31.7,1.1,10.0,1012.1,89.0,6.5,0.0,1.3,0.0,Partially cloudy
chinese,female,thin,40.0,no,no_kids,big,white,formal,white,long sleeve,blue  ,long,blankets,5,8,yes,15.0,14.0,2.0,Sunday,Night,0,26.2,26.2,23.9,86.94,0.0,0.0,,31.7,2.5,186.0,1011.4,89.0,7.3,0.0,1.3,0.0,Partially cloudy
foreigner ,female,fat,55.0,no,toddler ,small,red,traditional,purple,short_sleeve,blue  ,long,clothes,4,7,yes,16.0,9.0,3.0,Sunday,Evening,1,31.8,37.7,24.1,63.99,0.0,0.0,,31.7,11.0,248.0,1011.4,89.0,10.0,40.4,0.1,0.0,Partially cloudy
chinese,male,moderate,41.0,yes,toddler,small,white,formal,black,long sleeve,purple,short,blankets,4,10,yes,49.0,16.0,2.0,Monday,Morning,1,30.9,35.5,23.1,63.3,0.0,0.0,,31.7,3.6,56.0,1013.2,89.0,12.2,848.8,3.1,8.0,Partially cloudy
